8046.00, 0.25, 8045.00, 0.07, 122.00, 0.10
121.00, 0.10, 8044.00, 0.10, 572.00, 0.28
19207.00, 0.96, 1994.00, 0.78, 5382.00, 0.90
6956.00, 0.75, 2099.00, 0.83, 14871.00, 0.83
6109.00, 0.08, 3402.00, 0.26, 1721.00, 0.21
2330.00, 0.55, 3251.00, 0.29, 543.00, 0.16
16349.00, 0.72, 11342.00, 0.77, 13733.00, 0.76
1212.00, 0.48, 5657.00, 0.15, 2084.00, 0.38
19272.00, 0.79, 14739.00, 0.80, 13805.00, 0.94
15750.00, 0.77, 1976.00, 0.87, 8953.00, 0.87
15557.00, 0.85, 20172.00, 0.86, 6292.00, 0.99
20876.00, 0.96, 3096.00, 0.85, 14171.00, 0.82
17889.00, 1.05, 18318.00, 0.84, 10090.00, 0.88
15364.00, 0.25, 7533.00, 0.41, 15843.00, 0.74
3521.00, 0.31, 4713.00, 0.31, 4711.00, 0.30
23740.00, 0.91, 23922.00, 0.84, 18781.00, 0.80
138.00, 0.14, 13689.00, 0.06, 4731.00, 0.08
137.00, 0.14, 2297.00, 0.26, 173.00, 0.05
6454.00, 0.44, 2892.00, 0.73, 6913.00, 0.50
11795.00, 0.43, 13626.00, 0.16, 13517.00, 0.26
4238.00, 0.78, 3750.00, 0.87, 17227.00, 0.82
3964.00, 0.38, 2478.00, 0.58, 8239.00, 0.32
2472.00, 0.22, 13309.00, 0.36, 144.00, 0.36
143.00, 0.36, 14009.00, 0.13, 4987.00, 0.34
4721.00, 0.10, 13443.00, 0.17, 10220.00, 0.21
1476.00, 0.32, 1573.00, 0.11, 147.00, 0.25
146.00, 0.25, 148.00, 0.06, 6475.00, 0.09
147.00, 0.06, 149.00, 0.38, 3431.00, 0.10
148.00, 0.38, 16430.00, 0.32, 5944.00, 0.07
151.00, 0.36, 900.00, 0.13, 13027.00, 0.26
150.00, 0.36, 2251.00, 0.20, 5999.00, 0.06
153.00, 0.10, 16632.00, 0.12, 157.00, 0.06
5.00, 0.05, 4662.00, 0.14, 152.00, 0.10
14531.00, 0.80, 14456.00, 0.87, 12870.00, 0.88
6683.00, 0.07, 5965.00, 0.13, 856.00, 0.16
6683.00, 0.10, 1551.00, 0.17, 1677.00, 0.05
152.00, 0.06, 16633.00, 0.11, 2487.00, 0.27
4839.00, 0.16, 2335.00, 0.30, 862.00, 0.08
16536.00, 0.15, 1122.00, 0.06, 16537.00, 0.21
